ROI,Frame,Row,Column,Wavelength,Intensity
1,1,0,0,533.32212640536022,2359
1,1,0,1,533.34422548497685,2343
1,1,0,2,533.3663223217585,2352
1,1,0,3,533.38841691537459,2365.39990234375
1,1,0,4,533.41050926549508,2358.39990234375
1,1,0,5,533.43259937178971,2357.199951171875
1,1,0,6,533.45468723392889,2363.39990234375
1,1,0,7,533.47677285158261,2366.60009765625
1,1,0,8,533.49885622442139,2365.89990234375
1,1,0,9,533.52093735211565,2373.699951171875
1,1,0,10,533.54301623433616,2381.800048828125
1,1,0,11,533.56509287075357,2386.10009765625
1,1,0,12,533.587167261039,2400.89990234375
1,1,0,13,533.60923940486327,2399.89990234375
1,1,0,14,533.63130930189777,2420.10009765625
1,1,0,15,533.65337695181393,2446.800048828125
1,1,0,16,533.67544235428318,2441.800048828125
1,1,0,17,533.69750550897709,2440.199951171875
1,1,0,18,533.71956641556756,2480.89990234375
1,1,0,19,533.74162507372625,2490.39990234375
1,1,0,20,533.76368148312565,2504.300048828125
1,1,0,21,533.78573564343765,2535.5
1,1,0,22,533.80778755433471,2534.5
1,1,0,23,533.82983721548931,2541.699951171875
1,1,0,24,533.851884626574,2573.300048828125
1,1,0,25,533.87392978726155,2605.60009765625
1,1,0,26,533.89597269722492,2606.89990234375
1,1,0,27,533.91801335613718,2651.60009765625
1,1,0,28,533.94005176367136,2689.10009765625
1,1,0,29,533.962087919501,2695.800048828125
1,1,0,30,533.98412182329957,2735.60009765625
1,1,0,31,534.00615347474059,2754.300048828125
1,1,0,32,534.02818287349771,2764.10009765625
1,1,0,33,534.050210019245,2824.89990234375
1,1,0,34,534.07223491165632,2866.5
1,1,0,35,534.09425755040593,2884.60009765625
1,1,0,36,534.11627793516823,2907.699951171875
1,1,0,37,534.13829606561762,2940.199951171875
1,1,0,38,534.16031194142863,2976.89990234375
1,1,0,39,534.18232556227611,2974.800048828125
1,1,0,40,534.20433692783479,2990.39990234375
1,1,0,41,534.22634603777976,3006.300048828125
1,1,0,42,534.24835289178634,3044.699951171875
1,1,0,43,534.27035748952972,3034.199951171875
1,1,0,44,534.2923598306852,3048.10009765625
1,1,0,45,534.31435991492845,3056.39990234375
1,1,0,46,534.33635774193522,3064
1,1,0,47,534.35835331138139,3068
1,1,0,48,534.380346622943,3082.800048828125
1,1,0,49,534.40233767629627,3073.699951171875
1,1,0,50,534.42432647111718,3090.300048828125
1,1,0,51,534.44631300708238,3078.699951171875
1,1,0,52,534.46829728386865,3083.39990234375
1,1,0,53,534.49027930115233,3085.10009765625
1,1,0,54,534.51225905861031,3073.699951171875
1,1,0,55,534.53423655591985,3072.699951171875
1,1,0,56,534.55621179275784,3070.800048828125
1,1,0,57,534.57818476880175,3113.5
1,1,0,58,534.60015548372871,3083
1,1,0,59,534.62212393721677,3088.10009765625
1,1,0,60,534.64409012894316,3104
1,1,0,61,534.666054058586,3108.800048828125
1,1,0,62,534.68801572582322,3131
1,1,0,63,534.70997513033285,3098
1,1,0,64,534.7319322717932,3123.10009765625
1,1,0,65,534.75388714988264,3127.699951171875
1,1,0,66,534.77583976427991,3122.39990234375
1,1,0,67,534.7977901146636,3123.199951171875
1,1,0,68,534.81973820071255,3143
1,1,0,69,534.8416840221056,3133.199951171875
1,1,0,70,534.86362757852214,3163.39990234375
1,1,0,71,534.88556886964125,3152.5
1,1,0,72,534.90750789514232,3153.60009765625
1,1,0,73,534.929444654705,3140.10009765625
1,1,0,74,534.95137914800887,3150.10009765625
1,1,0,75,534.97331137473384,3155.89990234375
1,1,0,76,534.99524133455975,3125.199951171875
1,1,0,77,535.01716902716691,3178.699951171875
1,1,0,78,535.03909445223542,3177.39990234375
1,1,0,79,535.0610176094458,3152
1,1,0,80,535.08293849847848,3170.800048828125
1,1,0,81,535.10485711901413,3173.89990234375
1,1,0,82,535.12677347073361,3182.39990234375
1,1,0,83,535.14868755331793,3168
1,1,0,84,535.17059936644819,3156.699951171875
1,1,0,85,535.1925089098055,3172.89990234375
1,1,0,86,535.21441618307153,3184.800048828125
1,1,0,87,535.23632118592741,3178.10009765625
1,1,0,88,535.25822391805514,3207
1,1,0,89,535.28012437913651,3205.300048828125
1,1,0,90,535.30202256885343,3193.199951171875
1,1,0,91,535.32391848688769,3218.10009765625
1,1,0,92,535.34581213292211,3218.39990234375
1,1,0,93,535.36770350663858,3199.199951171875
1,1,0,94,535.38959260771992,3216
1,1,0,95,535.41147943584849,3206
1,1,0,96,535.43336399070756,3212.60009765625
1,1,0,97,535.45524627197972,3228
1,1,0,98,535.47712627934823,3220.5
1,1,0,99,535.49900401249624,3223.10009765625
1,1,0,100,535.52087947110715,3233.60009765625
1,1,0,101,535.54275265486456,3235.800048828125
1,1,0,102,535.56462356345185,3255.199951171875
1,1,0,103,535.58649219655319,3233.39990234375
1,1,0,104,535.60835855385244,3242.800048828125
1,1,0,105,535.63022263503353,3261.699951171875
1,1,0,106,535.65208443978077,3249.39990234375
1,1,0,107,535.67394396777865,3231.5
1,1,0,108,535.69580121871149,3256.800048828125
1,1,0,109,535.717656192264,3241
1,1,0,110,535.73950888812124,3221.89990234375
1,1,0,111,535.76135930596786,3223.199951171875
1,1,0,112,535.783207445489,3252.699951171875
1,1,0,113,535.80505330637,3230.39990234375
1,1,0,114,535.826896888296,3211.39990234375
1,1,0,115,535.84873819095287,3209.800048828125
1,1,0,116,535.870577214026,3186.300048828125
1,1,0,117,535.89241395720137,3206
1,1,0,118,535.91424842016465,3195.60009765625
1,1,0,119,535.93608060260215,3177.10009765625
1,1,0,120,535.95791050420007,3178.39990234375
1,1,0,121,535.97973812464465,3172.699951171875
1,1,0,122,536.00156346362269,3157.39990234375
1,1,0,123,536.02338652082051,3170
1,1,0,124,536.045207295925,3190.89990234375
1,1,0,125,536.06702578862337,3175.699951171875
1,1,0,126,536.08884199860245,3164.89990234375
1,1,0,127,536.11065592554951,3167.10009765625
1,1,0,128,536.1324675691518,3164.60009765625
1,1,0,129,536.154276929097,3166.89990234375
1,1,0,130,536.17608400507288,3148
1,1,0,131,536.197888796767,3156.10009765625
1,1,0,132,536.21969130386731,3136.699951171875
1,1,0,133,536.24149152606208,3144.89990234375
1,1,0,134,536.26328946303931,3127.89990234375
1,1,0,135,536.28508511448752,3104.199951171875
1,1,0,136,536.30687848009529,3130.800048828125
1,1,0,137,536.32866955955114,3135.800048828125
1,1,0,138,536.35045835254391,3132.10009765625
1,1,0,139,536.37224485876254,3117.10009765625
1,1,0,140,536.39402907789611,3124.699951171875
1,1,0,141,536.41581100963367,3113.699951171875
1,1,0,142,536.437590653665,3098.800048828125
1,1,0,143,536.45936800967934,3119.300048828125
1,1,0,144,536.48114307736637,3082.199951171875
1,1,0,145,536.50291585641594,3093.60009765625
1,1,0,146,536.52468634651791,3085
1,1,0,147,536.54645454736249,3089.5
1,1,0,148,536.56822045863987,3107.39990234375
1,1,0,149,536.58998408004038,3085.60009765625
1,1,0,150,536.61174541125445,3090.10009765625
1,1,0,151,536.633504451973,3075.39990234375
1,1,0,152,536.65526120188656,3097.60009765625
1,1,0,153,536.67701566068638,3082.699951171875
1,1,0,154,536.6987678280633,3091
1,1,0,155,536.72051770370854,3086.199951171875
1,1,0,156,536.74226528731344,3105.5
1,1,0,157,536.76401057856981,3104.800048828125
1,1,0,158,536.7857535771692,3084.699951171875
1,1,0,159,536.8074942828033,3083.89990234375
1,1,0,160,536.829232695164,3095
1,1,0,161,536.85096881394372,3102.60009765625
1,1,0,162,536.87270263883443,3081.5
1,1,0,163,536.89443416952849,3082.300048828125
1,1,0,164,536.91616340571852,3104.60009765625
1,1,0,165,536.93789034709721,3094.699951171875
1,1,0,166,536.95961499335726,3106.39990234375
1,1,0,167,536.98133734419173,3101.60009765625
1,1,0,168,537.00305739929377,3097.300048828125
